Node X Y; 
461	1935	740.68	;
462	1855.4	1038.9	;
463	1826.8	940.14	;
464	1766.6	956.29	;
465	1751	2000.8	;
466	1831.2	664.87	;
467	1869.7	922.74	;
468	1634.2	3039.8	;
469	1721.8	3175.8	;
470	1788.3	3131.1	;
471	1818.1	3175.8	;
472	1749.8	3219.9	;
473	1707.5	3016.8	;
474	1789.6	3283.3	;
475	1879	2956.5	;
476	4103.6	645.61	;
477	4108.5	654.31	;
478	3927.1	924.6	;
479	3717.1	289.56	;
480	3847.5	254.14	;
481	4033.9	983.63	;
482	3954.4	343	;
483	3699	294.53	;
484	3686.6	254.14	;
485	4001	408.24	;
486	3942.6	210.65	;
487	3956.9	308.82	;
488	3881.1	955.67	;
489	3886.7	38.525	;
490	3707.1	234.26	;
491	3979.9	889.81	;
492	4081.2	391.47	;
493	3658	305.09	;
494	3625.7	312.55	;
495	3947	0	;
496	3543.7	2201.5	;
497	3643.7	296.4	;
498	3677.9	142.92	;
499	3922.1	130.49	;
500	3608.9	176.47	;
501	3545.6	378.42	;
502	3553.6	415.7	;
503	3206.3	582.23	;
504	3710.2	981.77	;
505	3694.1	920.87	;
506	3623.8	666.73	;
507	3651.8	769.26	;
508	3670.5	835.75	;
509	3728.9	813.38	;
510	3653.7	994.82	;
511	4093	451.12	;
512	4248.3	788.52	;
513	4196.8	814.62	;
514	4169.4	764.91	;
515	4286.9	986.74	;
516	4227.2	872.41	;
517	4055.1	1633.6	;
518	3759.3	1587.6	;
519	3618.3	1626.1	;
520	3736.9	1511.2	;
521	3723.9	1463.3	;
522	3441.8	1674.6	;
523	3705.3	1397.5	;
524	4056.9	1023.4	;
525	4319.8	1049.5	;
526	4089.3	1081.8	;
527	4208.6	1065	;
528	4137.7	1075	;
529	2265.5	1498.8	;
530	2240.7	1509.3	;
531	2257.4	1483.8	;
532	2284.2	1472	;
533	2256.2	1280.7	;
534	2298.5	1448.4	;
535	2286.6	1413	;
536	2324.6	1440.3	;
537	2330.2	755.59	;
538	2353.8	784.79	;
539	2354.4	1468.3	;
540	2334.5	1493.2	;
541	2313.4	1498.8	;
542	2347.6	745.65	;
543	2350.7	1449.7	;
544	2291	1488.8	;
545	2767.6	2327.7	;
546	3025.5	1814.4	;
547	2433.3	2407.8	;
548	3088.2	1680.2	;
549	3133	1861.6	;
550	3190.1	1724.3	;
551	2596.7	2450.1	;
552	2378	1840.5	;
553	2363.1	1798.9	;
554	2555.7	2399.7	;
555	2637.7	2499.2	;
556	3146	1704.4	;
557	2376.8	1800.1	;
558	2269.9	1007.3	;
559	2263.7	993.57	;
560	2399.7	896.64	;
561	2407.2	915.28	;
562	797.84	819.59	;
563	789.77	884.21	;
564	1050.7	916.53	;
565	1271.3	1761.6	;
566	1129.7	799.09	;
567	734.46	691.59	;
568	1057	852.52	;
569	1162.6	1723.1	;
570	1172.5	863.71	;
571	2087.2	1139.6	;
572	2177.9	1098.6	;
573	2166.1	1130.9	;
574	2135.7	1130.3	;
575	2095.9	1153.3	;
576	2147.5	1123.4	;
577	2142.5	1109.2	;
578	2154.3	1119.7	;
579	1895.8	1250.8	;
580	1885.9	1257	;
581	1885.2	1193.7	;
582	1896.4	1260.8	;
583	2192.2	1800.7	;
584	2102.1	1844.9	;
585	2422.1	980.53	;
586	2130.1	1811.3	;
587	2091.5	1830.6	;
588	1828.7	1710.6	;
589	1879	1792	;
590	1920	1859.8	;
591	2059.2	1569.6	;
592	2995.6	1878.4	;
593	3012.4	1961.7	;
594	2969.5	1939.3	;
595	2964	1949.9	;
596	2907.4	1920.7	;
597	2717.9	953.19	;
598	3036.6	1986.5	;
599	2847.1	1875.9	;
600	2841.5	1886.5	;
601	2511	1441	;
602	2529	1563.4	;
603	2509.1	1426.1	;
604	2669.4	1416.7	;
605	2463.1	1191.8	;
606	3237.4	1096.7	;
607	3139.2	1119.1	;
608	2446.3	1099.8	;
609	2519.1	1792	;
610	2340.1	1530.4	;
611	3052.8	1077.5	;
612	2611.6	1693.9	;
613	2468.1	2285.4	;
614	2315.2	2164.2	;
615	2127.6	2128.2	;
616	2155.5	2116.4	;
617	2346.9	1965.4	;
618	2392.9	1915.1	;
619	2158.7	2131.9	;
620	2419	2187.2	;
621	2404.7	2205.3	;
622	2384.8	2180.4	;
623	2497.9	1805.1	;
624	3943.8	1615.6	;
625	2875.7	3171.5	;
626	3026.1	3291.4	;
627	3539.3	2209.6	;
628	3488.4	2189.7	;
629	3479.7	2186.6	;
630	3227.4	343.62	;
631	3120.5	388.98	;
632	2756.4	621.99	;
633	2602.3	789.77	;
634	2761.4	605.84	;
635	3167.1	367.85	;
636	2972	475.97	;
637	2593	779.2	;
638	2968.9	469.14	;
639	3256.6	3172.7	;
640	3040.4	3313.2	;
641	3396.4	3104.4	;
642	3348.6	3134.8	;
643	2684.3	2242.5	;
644	2727.8	2283.5	;
645	1743	1575.8	;
646	1563.4	1291.2	;
647	1649.7	1366.4	;
648	1825.6	1496.9	;
649	1647.3	1206.1	;
650	1646.6	1268.8	;
651	1798.3	1700.7	;
652	1747.3	1614.3	;
653	1761.6	1267	;
654	1567.7	1289.3	;
655	1701.3	1426.7	;
656	1714.4	1395	;
657	1730.5	1349	;
658	1862.9	1419.2	;
659	1811.3	1721.8	;
660	1872.8	1387.5	;
661	1885.9	1267	;
662	1882.1	1321	;
663	1769.1	1613.1	;
664	1757.9	1596.9	;
665	1807.6	1557.8	;
666	2045.6	1576.4	;
667	2052.4	1592	;
668	1816.9	1689.5	;
669	2085.9	1575.8	;
670	1775.3	1571.5	;
671	1862.3	1690.1	;
672	1850.4	1672.1	;
673	1792.7	1546.6	;
674	1881.5	1428.5	;
675	1895.2	1322.9	;
676	1616.8	2137.5	;
677	1523	2163.6	;
678	1820.6	1262	;
679	1422.9	1442.8	;
680	1529.8	2133.8	;
681	1519.3	2153.7	;
682	1610.6	2127.6	;
683	1543.5	2146.8	;
684	1617.4	1059.4	;
685	1477	1384.4	;
686	1503.1	1001.7	;
687	1516.8	2165.5	;
688	1733.6	958.78	;
689	1687.7	988.6	;
690	1875.9	1121	;
691	1896.4	1852.9	;
692	1864.1	1802	;
693	1562.8	907.2	;
694	1715	960.02	;
695	1908.9	1869.1	;
696	1642.9	811.51	;
697	1654.1	926.47	;
698	1590.7	867.44	;
699	1887.1	1821.2	;
700	1952.4	2675	;
701	1286.9	2455.7	;
702	1322.9	2520.3	;
703	1299.9	2534	;
704	1245.2	2522.2	;
705	1227.2	2494.2	;
706	1337.8	2202.1	;
707	1329.7	1551.6	;
708	1413.6	2182.9	;
709	2668.2	1820	;
710	2773.2	1069.4	;
711	2807.4	1159.5	;
712	2721.6	961.26	;
713	2622.2	1214.2	;
714	2472.4	1238.4	;
715	2654.5	1259.5	;
716	2957.1	1026.5	;
717	2624.7	1217.3	;
718	1734.9	1594.4	;
719	1266.4	1971	;
720	997.3	920.87	;
721	1189.3	2167.3	;
722	282.1	2207.1	;
723	1381.9	1894.6	;
724	1252.7	2035.6	;
725	1248.3	1876.6	;
726	1503.7	2168.6	;
727	1233.4	1787.7	;
728	1453.4	2184.8	;
729	1518.6	2189.1	;
730	1519.3	2191	;
731	1416.7	2195.3	;
732	1515.5	1708.8	;
733	1537.9	2238.2	;
734	1549.7	2262.4	;
735	1567.1	2289.1	;
736	1351.5	2277.3	;
737	1337.2	2215.2	;
738	493.99	2306.5	;
739	257.25	1726.2	;
740	396.44	2260.5	;
741	202.57	2163.6	;
742	674.81	2349.4	;
743	212.51	2098.4	;
744	259.11	1706.3	;
745	272.16	2417.1	;
746	614.54	1655.3	;
747	766.77	1683.3	;
748	766.77	1691.4	;
749	305.09	2098.4	;
750	630.07	1526.7	;
751	815.86	1882.8	;
752	845.07	1981.6	;
753	687.86	1933.1	;
754	786.04	1788.3	;
755	600.87	1772.2	;
756	918.39	1846.1	;
757	981.77	1821.2	;
758	1016.6	1807.6	;
759	1061.3	1803.8	;
760	1054.5	1785.2	;
761	1219.1	1809.4	;
762	1244.6	1645.4	;
763	1192.4	1800.7	;
764	1275.7	2970.8	;
765	1492.5	3021.1	;
766	1134.6	3384.6	;
767	1496.9	3446.8	;
768	1621.8	2798	;
769	1403.1	3431.8	;
770	1317.3	3417.5	;
771	110.6	2312.1	;
772	1631.7	2519.1	;
773	1646.6	2519.7	;
774	1601.9	2792.5	;
775	1628.6	2664.4	;
776	93.206	2639.6	;
777	193.25	2514.7	;
778	175.23	2353.1	;
779	494.61	2135.7	;
780	1201.1	944.49	;
781	802.81	1843.6	;
782	464.79	2173.6	;
783	1048.3	927.09	;
784	1290	1225.3	;
785	1060.7	1232.2	;
786	1293.1	1034	;
787	1038.9	1386.3	;
788	1229.7	1305.5	;
789	1045.2	1227.2	;
790	1093.6	1381.3	;
791	1195.5	953.19	;
792	1165.1	1275.7	;
793	1170	1424.2	;
794	1141.5	2210.2	;
795	1166.3	2212.1	;
796	1006.6	2191.6	;
797	1163.2	2218.3	;
798	1089.3	2356.9	;
799	1058.2	2418.4	;
800	1011	2148.1	;
801	930.2	2163.6	;
802	1682.1	3681	;
803	1690.8	3775.5	;
804	1695.1	3827	;
805	1685.8	3729.5	;
806	1681.4	3666.7	;
807	1270.1	1705.1	;
808	1486.9	1700.1	;
809	1317.9	1562.1	;
810	1524.2	1831.2	;
811	1448.4	1866	;
812	1536.7	1728	;
813	1662.8	1795.8	;
814	1605	1821.2	;
815	1621.2	1818.1	;
816	1763.5	1726.2	;
817	1195.5	2708.6	;
818	1252.1	2734.7	;
819	1581.4	2949	;
820	1080	2592.4	;
821	1112.9	2640.2	;
822	1278.8	2740.3	;
823	1143.3	2685	;
824	1596.3	2947.2	;
825	1401.8	2660.1	;
826	1509.9	2833.5	;
827	1307.4	2875.1	;
828	1208.6	2827.3	;
829	1349	2750.2	;
830	1021.5	2576.2	;
831	1101.1	2775.7	;
832	3717.1	2366.8	;
833	3706.5	2343.8	;
834	3382.1	2988.8	;
835	3757.4	2458.8	;
836	3687.2	2299.1	;
837	3698.4	2324.6	;
838	3676.7	2276.7	;
839	2832.2	1321.7	;
840	2874.5	1145.2	;
841	2850.9	1121.6	;
842	2867.6	1138.3	;
843	710.23	873.65	;
844	606.46	859.98	;
845	644.99	805.3	;
846	286.45	1495	;
847	731.36	709.61	;
848	718.31	809.03	;
849	704.01	933.3	;
850	577.88	917.77	;
851	187.03	727.01	;
852	321.25	1280.7	;
853	154.72	892.91	;
854	148.51	812.76	;
855	690.97	745.65	;
856	348.59	1195.5	;
857	319.39	1192.4	;
858	254.14	635.04	;
859	264.71	636.29	;
860	471	842.58	;
861	434.34	946.97	;
862	223.69	690.35	;
863	534.38	667.98	;
864	182.06	1164.5	;
865	216.86	684.75	;
866	159.07	932.68	;
867	161.56	1262.6	;
868	1240.3	3933.9	;
869	1294.3	3929.6	;
870	1188.1	3937.6	;
871	1816.3	3631.9	;
872	1811.3	3621.4	;
873	1781.5	3437.4	;
874	3500.8	2277.3	;
875	3467.3	2342	;
876	3541.2	2226.4	;
877	3331.8	2541.4	;
878	3256	2683.7	;
879	687.86	1050.7	;
880	564.83	1037.1	;
881	571.66	979.28	;
882	570.42	983.01	;
883	550.54	1161.4	;
884	544.32	1219.8	;
885	400.79	1290	;
886	474.11	1211.7	;
887	558.61	1099.2	;
888	1416.1	1094.9	;
889	1426.1	1084.9	;
890	1638.6	515.12	;
891	1322.9	1083.7	;
892	750	2092.8	;
893	792.87	2108.3	;
894	605.22	2337.6	;
895	561.1	2328.9	;
896	550.54	2325.8	;
897	776.1	2368.7	;
898	1632.3	1831.2	;
899	1576.4	1965.4	;
900	1531.1	1854.8	;
901	1578.3	1971.6	;
902	1760.4	1756.6	;
903	1542.9	2102.1	;
904	1567.7	2033.1	;
905	1713.1	1969.8	;
906	1613.7	1833.1	;
907	1775.9	1746.1	;
908	1740.5	2007.7	;
909	1746.1	2015.7	;
910	1547.2	1833.1	;
911	1698.8	1926.3	;
912	952.56	2757.7	;
913	968.1	2727.2	;
914	1010.4	2410.3	;
915	974.31	2714.2	;
916	855.01	2384.2	;
917	936.41	2402.8	;
918	2941.6	2499.8	;
919	2934.1	2506.6	;
920	2892.5	2538.3	;
921	2898.7	2468.7	;
922	2846.5	2572.5	;
923	2737.8	2274.2	;
924	2560.1	2217.1	;
925	2655.8	2236.9	;
926	2785.6	1855.4	;
927	2542	1793.9	;
928	2533.3	1807	;
929	163.42	1482	;
930	292.05	1452.2	;
931	159.69	1273.2	;
932	316.9	1298.1	;
933	162.18	1378.2	;
934	301.37	1400.6	;
935	397.68	1309.8	;
936	435.58	1421.1	;
937	2017	3824.5	;
938	3392.1	3093.8	;
939	2685.6	1644.8	;
940	2658.2	857.49	;
941	2620.3	1708.2	;
942	2234.5	1511.8	;
943	2361.8	1610	;
944	2356.3	1657.2	;
945	2360.6	1782.1	;
946	2200.9	1779.6	;
947	2232	1775.9	;
948	2323.9	1536.7	;
949	2346.3	1615	;
950	2377.4	1783.3	;
951	2099	1569	;
952	3379	1806.3	;
953	3318.8	1946.1	;
954	3407	1741.7	;
955	3348.6	1877.2	;
956	3432.5	1676.5	;
957	3899.1	750.62	;
958	969.96	3950.1	;
959	37.904	2709.8	;
960	134.84	812.13	;
961	2192.2	551.16	;
962	1707.5	1542.3	;
963	1700.1	1550.3	;
964	3125.5	2694.9	;
965	3594.6	560.48	;
966	4316.7	1162	;
967	4135.2	1646	;
968	2095.3	1018.4	;
969	2098.4	1026.5	;
970	2117.6	1061.9	;
971	3323.7	2114.5	;
972	766.15	1727.4	;
973	1402.4	2660.7	;
974	1473.3	1035.2	;
975	1005.4	3940.1	;
